image_id,headline,caption,section,generated_baseline,alt_text_length
be8d2f42-c3bd-5a2d-9004-b7b4041d4fde,"On 'Good Girls,' They're the Criminal Moms Next Door","In NBC's ""Good Girls,"" Mae Whitman, Retta and Christina Hendricks play three mothers overwhelmed with financial worries and domestic crises who take up a life of crime.",Television,"""Three women in ""Good Girls"" pose confidently against a dark background, dressed in stylish yet casual attire, embodying their roles as suburban moms turning to crime.""",168
51d3c2a8-b746-5d65-80d3-01546da05c25,How Low Will Market for Antiques Actually Go?,"Todd Merrill Studio in New York City changed its name from Todd Merrill Antiques.<a href=""http://toddmerrillstudio.com/""><br /></a>",Style,"A modern furniture showroom featuring a bright yellow sofa, sculptural wooden furniture, and contemporary artwork, reflecting the shift from antique to contemporary markets.",173
69dc4658-c3eb-51aa-bd99-e7c194c1b793,Artificial Intelligence Is Now a Pentagon Priority. Will Silicon Valley Help?,"Defense Secretary Jim Mattis, right, has argued to President Trump that the United States is not keeping pace with the ambitious plans of China and other countries when it comes to artificial intelligence.",Technology,"Two men in suits sit at a table, one speaking while the other listens intently, discussing AI priorities between the U.S. government and Silicon Valley.",152
962b72bd-9800-54de-aac2-c5108d07e965,Review: 1920s Australia Is No 'Sweet Country' for Aboriginal Australians,"Natassia Gorey Furber and Hamilton Morris in ""Sweet Country.""",Movies,"Two individuals stand in a field at sunset, one carrying a bag, under a cloudy sky, symbolizing themes of displacement and struggle in ""Sweet Country.""",151
61041e20-9ab0-5850-8bfd-2fe202378c48,The Heavy Toll of Priest Sex Abuse,"Francis M., who was abused by Theodore McCarrick, a former cardinal, at a church near his home.",Opinion,"Silhouetted figure walking through a dimly lit corridor with stained-glass windows, symbolizing a somber atmosphere related to the article about priest sex abuse.",162
70194c2a-9926-503f-b385-f77f98250bc0,The Investor Next Door,"From left: Taylor Hanex and her dog, Destiny Cauliflower; Fabrizio Uberti Bona; Jing Lin.",Real Estate,"""Three individuals representing diverse backgrounds and roles as 'The Investor Next Door': Taylor with her dog, Destiny Cauliflower; Fabrizio Uberti Bona; and Jing Lin.""",169
29d065af-e301-5c41-af46-37657fd88a8c,Indian Regulator Cites Safety Violations and Financial Ills of Airlines,"The report by the Directorate General of Civil Aviation noted a shortage of engines and many pilot resignations at Kingfisher, as well as other ills at Indian airlines.",Global Business,"Kingfisher Airlines plane on tarmac amid other aircraft, indicating safety concerns and financial issues highlighted by India's civil aviation regulator.",153
145a4b10-65e3-5db1-bbe1-321eac00bd23,"Nick Kotz, Crusading Journalist and Author, Dies at 87","Mr. Kotz, left, joined Ralph Nader, center, and the author Upton Sinclair in 1967 at a White House ceremony in which President Lyndon B. Johnson signed legislation that toughened regulations on the meat industry. Both Mr. Kotz and Mr. Sinclair, in different eras, exposed unsafe conditions in the nation&rsquo;s slaughterhouses.",Media,"""Three men, including a wheelchair-bound individual, gather during a White House ceremony in 1967, where President Lyndon B. Johnson signed legislation toughening meat industry regulations.""",190
9ccd2487-66d2-55cf-a7b4-a00b3c33a3c6,"With a Tax Deduction Gone, Is Home Equity a Smart Way to Pay for College?","Jen Mouer, her husband, Daniel, and daughters Julia, left, and Nora, both 16. The Virginia family has been planning to use a home equity loan to pay a portion of the girls&rsquo; college costs, and pay it off in full each year.",Your Money,"A family of four discusses college finances at a table with laptops and Spanish IV books, illustrating the topic of home equity loans as a financing option.",156
ca84190c-a500-5a7c-9f06-0668f18b8c73,Patriots Suffer Big Loss: Gronkowski Will Retire,"In what now appears to have been his final N.F.L. game, Rob Gronkowski had six catches for 87 yards in the Patriots' win against the Los Angeles Rams in Super Bowl LIII.",Sports,"""Patriots tight end #87, wearing a white jersey and blue pants, runs with the ball as an opponent in a purple uniform attempts to tackle him during a game.""",156
c8b744a2-8cad-5141-969b-4ec5d03072a9,"A Day to Explore, Above Ground and Below","A building at the Brooklyn Army Terminal, which was open last year on Obscura Day.",Travel,"An abandoned industrial building at the Brooklyn Army Terminal, featuring large windows and a concrete roof, set against a backdrop of a clear sky and water, awaiting exploration during Obscura Day.",198
567e0807-64b4-5c0b-886e-ef5fbf5fa631,"At Meeting, Fed Likely to Again Cut Bond Buying","From left, Stanley Fischer, Jerome Powell and Lael Brainard, all of whom are nominees to the Federal Reserve Board.",Economy,"""Three Federal Reserve nominees—Stanley Fischer, Jerome Powell, and Lael Brainard—attend a meeting where they're likely to cut bond buying by $10 billion.""",155
4ba5a5ed-154a-5b8c-a867-d818542d4eac,Nothing Can Keep Real Madrid's Thibaut Courtois Away From the N.B.A.,"Thibaut Courtois, left, was with Chelsea in January 2018 when he met with Joel Embiid of the Philadelphia 76ers at Stamford Bridge in London.",Sports,"Two individuals in sports attire engage in conversation in a stadium setting. One wears a yellow jersey with Yokohama Tyres logo, while the other dons a black hoodie with an Adidas logo.",186
cd5a491c-f5ba-533c-bddb-d7c6725552cf,National Asian American Theater Partners With Regional Companies,A scene from the National Asian American Theater Company&rsquo;s &ldquo;Henry VI&rdquo; in 2018.,Theater,"A group of Asian American actors in formal attire stand in a line, likely from the National Asian American Theater Company's production of ""Henry VI"" in 2018.",158
75797d02-e486-5d9c-8129-00f290b2e5f5,Sutter Health's Request to Delay $575 Million Settlement Is Denied,"Facade of the Sutter Health Alta Bates Herrick Campus medical center, a major local hospital in Berkeley, California in 2018.",Health,"""Building facade of Sutter Health Alta Bates Herrick Campus in Berkeley, California, with a van parked nearby, reflecting the hospital's role during the COVID-19 pandemic.""",172
121df528-daa3-5dc4-881c-f6a918624edd,Fall for Dance: What We're Most Excited About,"David Hallberg rehearsing a variation from ""Twelve of 'em,"" his new solo choreographed by Mark Morris, in Brooklyn.",Dance,"A dancer in black attire practices a pose with one leg extended and arms raised, likely rehearsing for a Mark Morris choreographed piece titled ""Twelve of 'em.""",160
6c9448d4-a6ca-5817-880f-74a65b6e6a36,Ed Bereal Brings Edgy to Bellingham,"""Exxon: The Five Horsmen of the Apocalypse"" at the Watcom Museum in Bellingham, Wash.",Art & Design,"Art installation featuring five figures with expressive, fragmented head shapes, likely representing a critique of societal issues, displayed against a white wall.",163
16e359d4-e51e-50ec-b972-8a47fb1fcdf1,Efforts by Colleges to Curb Assaults Focus on Fraternities,"Josiah Terrell-Perica, a junior at Amherst College in western Massachusetts, helps clean an off-campus house where members of the Chi Psi fraternity live. Amherst, which has long barred such housing on its campus, will from July 1 prohibit students from belonging to any fraternity or sorority.",Education,"A man mops the floor in a living room with a TV, speakers, and banners related to fraternities, illustrating efforts to curb assaults at colleges focusing on fraternities.",171
1853c3e5-8189-5ade-b6b7-251d00c41331,"Jordan Spieth, 'Getting Tired' of His Slump, Misses Another Cut",Jordan Spieth missed the cut at the Players Championship despite a three-under-par 69 on Friday. He has missed the cut at three of his eight tour events this season.,Sports,"Golfer Jordan Spieth wearing a white cap and teal shirt, preparing for a shot during a tournament, indicating ongoing struggles in recent competitions.",151
590d0f91-53d8-5a5d-b80b-422470a2cc5f,A Rare Side-by-Side of a Thrilling Stravinsky,"Leonidas Kavakos performing Stravinsky&rsquo;s 1931 Violin Concerto at Carnegie Hall, with Michael Tilson Thomas leading the San Francisco Symphony.",Music,"Violinist Leonidas Kavakos performs Stravinsky's 1931 Violin Concerto at Carnegie Hall, conducted by Michael Tilson Thomas with the San Francisco Symphony.",155
b73102af-7f01-5d63-b993-684fbcfaf3af,Herman Wouk Wrote Historical Novels. But His True Subject Was Moral Weakness.,The novelist Herman Wouk.,Books,"Black-and-white portrait of Herman Wouk in a suit against a patterned tapestry backdrop, highlighting his literary legacy as a novelist known for psychological insight into moral issues during World War II.",206
1790284e-8c87-59cb-b3b5-c42df68a49cb,Industry Issues Intrude in 'Blurred Lines' Case,"Robin Thicke has testified that he did not write his hit song ""Blurred Lines,"" despite a credit.",Media,"Man wearing sunglasses and suit, holding microphone stand on stage with bright lights in background. Context: ""Blurred Lines"" copyright infringement case.",154
54833204-b0af-576f-b3fa-832c9490644f,"Janusz Glowacki, Polish Playwright of Terror and Dark Humor, Dies at 78","Janusz Glowacki at the Vineyard's Dimson Theater in New York in 2002 during a rehearsal for his play ""The Fourth Sister.""",Theater,"""An older man in a dark shirt stands in a dimly lit theater with a bed and stage lighting in the background, capturing Janusz Glowacki during a rehearsal for 'The Fourth Sister.'""",179
8d41b8fe-bf80-5293-93b5-a1cc33500610,How Do You Sell a Work of Art Built Into the Earth?,"Robert Smithson's ""Broken Circle/Spiral Hill"" in Emmen, a town in the Netherlands.",Art & Design,"A curved water channel with sandbanks, surrounded by earth mounds, set against a backdrop of green trees under a cloudy sky. Represents Robert Smithson's ""Broken Circle/Spiral Hill"" art installation in Emmen, The Netherlands.",225
419bd37e-995d-5678-934e-7e3d51c4a634,Culture of Secrecy Shields Hospitals With Outbreaks of Drug-Resistant Infections,"The C.D.C. made a public announcement when an antibiotic-resistant form of the rod-shaped Pseudomonas aeruginosa bacteria sickened several American travelers to Tijuana, Mexico. But it does not reveal which hospitals in the United States are battling infectious outbreaks.",Health,"SEM image of Pseudomonas aeruginosa bacteria (rod-shaped) in a hospital outbreak setting, highlighting potential secrecy surrounding antibiotic-resistant infections.",165
030d72ba-19e7-5ebf-8767-0d5d9789a5b9,"Isabelle Rapin, Who Advanced Concept of an Autism Spectrum, Dies at 89","Isabelle Rapin in 2012. Dr. Rapin helped debunk myths about autism and popularized the use of the term ""autism spectrum disorder.""",Science,"A smiling elderly woman wearing glasses and a blue jacket with white lace detail, representing Dr. Isabelle Rapin, who advanced the concept of autism spectrum and debunked myths about autism.",191
af08c761-c354-5e25-8a20-d36447a3a938,What's on TV Tuesday: BET's Hip Hop Awards and 'On the President's Orders',"Megan Thee Stallion, performing at the BET Hip Hop Awards in Atlanta.",Television,"A performer in a shiny blue outfit with a ""Stall"" necklace, holding a microphone, and pointing dramatically at the BET Hip Hop Awards stage in Atlanta.",151
a4520cb7-aec3-5977-8cad-58c3e6a39a5d,"While Theaters Are Dark, These Virtual Stages Deliver Actual Fun","From left, Kirk Geritano, Andi Powers, Michelle Bailey and Kayla Arias in &ldquo;Chicken Dance,&rdquo; from ArtsPower National Touring Theater.",Theater,"Actors dressed as chickens and an Elvis impersonator perform on stage in front of a colorful backdrop labeled ""Live at Cottage"" during ArtsPower National Touring Theater's ""Chicken Dance.""",188
2f051767-9588-538c-aee9-dc3f6a6acbea,The Fringe Binge,"From left, fringed looks from Monse, Diane von Furstenberg and Calvin Klein.",Fashion & Style,"""Fashion models showcase vibrant, fringed ensembles at runway shows, featuring Monse, Diane von Furstenberg, and Calvin Klein, embodying playful and edgy designs.""",163
8e914324-2738-5496-a857-b9e46e2d22f7,"Joe Biden's Gaffe, and Advice for His Campaign","Former Vice President Joseph R. Biden Jr. spoke with Charlamagne Tha God on ""The Breakfast Club"" on Friday.",Opinion,"Two individuals engaged in a virtual conversation, one wearing a beanie and seated on a red chair, the other dressed in a suit, against a backdrop featuring a U.S. flag and bookshelves.",185
13b802b3-8e04-5acc-bc28-8db01261c2c4,French Vogue Brings Out the Stars at Paris's Fashion Museum,"The model Anja Rubik at the Vogue Paris Foundation dinner at the Palais Galliera, the city's fashion museum.",Fashion & Style,"""Model Anja Rubik poses at the Vogue Paris Foundation dinner at the Palais Galliera, a historic fashion museum, wearing a black suit with an open top.""",151
c8c69883-5750-5636-9540-842589c8e08d,First the Play. Then the Soul Searching. But What Comes Next?,"The actor Marlon Burnley as Keishon in the monologue ""Child Sacrifices on the Altar of Uncle Sam,"" by Avery Sharpe, about the troubled foster care system.",Theater,"Actor Marlon Burnley delivering a passionate monologue in ""Child Sacrifices on the Altar of Uncle Sam,"" addressing the foster care system, against a plain background.",166
24f09791-ab43-52eb-99e0-b056e9e9abd6,Frick's Expansion Is Approved by Landmarks Preservation Board,"The Frick Collection, which on Tuesday received the green light from the New York City Landmarks Preservation Commission to move forward with its expansion plan.",Art & Design,"A historic building labeled ""The Frick Collection"" stands amidst lush greenery, marking approval of its expansion plan by the New York City Landmarks Preservation Commission.",174
00cf411e-bf16-5a4a-b9a0-8b9ec6266851,Review: William Forsythe Brings Baroque Dance and B-Boy Moves Together,"From left, Brigel Gjoka, Riley Watts and Ander Zabala in ""Seventeen/Twenty One,"" part of William Forsythe's ""A Quiet Evening of Dance"" at Sadler's Wells in London.",Dance,"Three dancers in colorful attire perform dynamic movements against a dark background, illustrating a moment from ""Seventeen/Twenty One"" by William Forsythe.",156
ba013f0d-9865-5eae-9b73-b9ebed300bd8,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories,"Lanora Franck and her daughter Sarah in Wichita, Kan. In 2012, Ms. Franck&rsquo;s husband, William H. Nolan, went to prison for embezzling more than $2 million from his employer.",Your Money,"Two women standing side by side outdoors; one with dark hair wearing glasses, the other with light blonde hair. They appear contemplative against a blurred cityscape background.",177
4dfbb7b5-24c3-56de-a301-6e2ffaadb7a0,Park Avenue Armory Plans Premieres and Returns,"The soprano Barbara Hannigan will have a residency at the Park Avenue Armory as part of its 2019 season, which was announced on Monday.",Art & Design,"Woman sitting on a stone ledge outdoors, wearing a patterned shawl, with trees and an urban backdrop. Represents the Park Avenue Armory's 2019 season announcement featuring Barbara Hannigan.",190
3ad208f6-4e1f-50a4-8505-22f6e1630d9a,"At Frankfurt Automobile Show, the Driver Began to Take a Back Seat","Dieter Zetsche, Daimler's chief, with the Mercedes he alighted from onto the stage in Frankfurt last week. No one was driving it.",Automobiles,"Man in suit steps out of silver Mercedes-Benz at Frankfurt Motor Show, surrounded by photographers, signaling transition towards autonomous driving technology.",159
df37e208-bf3c-5003-99ef-ef6a4f281b6d,"Justin Brown Is a Monster on Drums. Now He's a Bandleader, Too.","Justin Brown, one of the most highly regarded drummers in music, is releasing &ldquo;Nyeusi,&rdquo; his debut album as a bandleader.",Music,"""Close-up portrait of Justin Brown, a renowned drummer, wearing a cap, with a warm, focused expression as he prepares to release 'Nyeusi,' his debut bandleader album.""",167
0a547122-aa41-540b-b271-752b916f6ea6,When Historic Preservation Hurts Cities,Homes in the Capitol Hill Historic District in Washington.,Opinion,"A row of historic brick houses in the Capitol Hill Historic District features varying architectural styles and colors, with bare tree branches in the foreground.",161
